brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
0.14285714285714285,0.5,0.1,0.0,0.6666666666666666,0.2,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04155058823529412,0.25,0.000196347928529354,0.0
0.7142857142857142,0.5,0.1,0.0,0.6666666666666666,0.2,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05178588235294117,0.5,0.004254205118136003,0.002568053415511043
0.7142857142857142,0.5,0.1,0.0,0.6666666666666666,0.2,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05413882352941175,0.5,0.0005235944760782773,0.0005136106831022085
0.14285714285714285,0.5,0.2,0.0,1.0,0.2,1.0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.0,0.12470588235294115,0.5,0.0,0.0
0.14285714285714285,0.5,0.0,1.0,0.6666666666666666,0.2,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.023529411764705882,0.5,0.0,0.0
0.14285714285714285,0.5,0.0,1.0,0.6666666666666666,0.2,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.014117647058823526,0.5,0.0,0.0
0.14285714285714285,0.5,0.0,1.0,0.6666666666666666,0.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011764705882352934,0.5,0.002028928594803325,0.0015408320493066256
0.14285714285714285,0.5,0.2,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.0,0.25,0.0,1.0,0.0,0.0,0.09837411764705882,0.5,0.0,0.0
0.7142857142857142,0.5,0.2,0.0,0.6666666666666666,0.2,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07766823529411764,0.5,0.0,0.0
1.0,0.0,0.8,0.0,0.6666666666666666,0.2,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.10117647058823527,0.75,0.12736435630604095,0.12326656394453005
1.0,0.0,0.8,0.0,0.6666666666666666,0.2,0.0,1.0,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.1804941176470588,0.75,0.01695137116303423,0.024139702105803802
1.0,0.0,0.8,0.0,0.6666666666666666,0.2,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.13176470588235295,0.75,0.027815956541658485,0.034411915767847974
0.2857142857142857,0.5,0.0,1.0,0.6666666666666666,0.2,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0011764705882352927,0.5,0.07330322665095883,0.10066769388803287
0.14285714285714285,0.5,0.0,1.0,0.6666666666666666,0.2,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.014117647058823526,0.5,0.0,0.0
0.14285714285714285,0.5,0.1,0.14285714285714285,0.6666666666666666,0.2,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.044705882352941165,0.5,0.0,0.0
0.5714285714285714,0.5,0.1,0.14285714285714285,1.0,0.2,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.09294117647058824,0.5,0.0,0.0
